JDK,Suite,GC,Test,Heap,Debit (%),Timp pauza (s),Timp total (s),Max Pause (s)
21,Renaissance,Serial,akka-uct,1G,37.99,1146.09,1848,0.86004
21,Renaissance,Serial,akka-uct,2G,44.22,1022.73,1833,0.88554
21,Renaissance,Serial,akka-uct,4G,51.81,792.79,1645,0.84724
21,Renaissance,Serial,akka-uct,8G,63.91,491.77,1362,1.05262
21,Renaissance,Serial,als,1G,96.56,24.29,706,0.14949
21,Renaissance,Serial,als,2G,96.58,22.39,653,0.16684
21,Renaissance,Serial,als,4G,96.42,23.54,657,0.28335
21,Renaissance,Serial,als,8G,95.71,28.2,657,0.28885
21,Renaissance,Serial,chi-square,1G,77.67,19.62,87,0.20562
21,Renaissance,Serial,chi-square,2G,76.17,19.84,83,0.25707
21,Renaissance,Serial,chi-square,4G,78.82,19.52,92,0.368
21,Renaissance,Serial,chi-square,8G,76.29,19.24,81,0.39788
21,Renaissance,Serial,dec-tree,1G,82.08,17.8,99,0.16772
21,Renaissance,Serial,dec-tree,2G,80.04,20.31,101,0.21341
21,Renaissance,Serial,dec-tree,4G,80.98,19.7,103,0.21954
21,Renaissance,Serial,dec-tree,8G,69.38,36.7,119,0.39721
21,Renaissance,Serial,dotty,1G,94.22,11.42,197,0.18059
21,Renaissance,Serial,dotty,2G,94.18,11.44,196,0.16998
21,Renaissance,Serial,dotty,4G,94.34,11.29,199,0.17013
21,Renaissance,Serial,dotty,8G,94.22,11.41,197,0.18133
21,Renaissance,Serial,finagle-chirper,1G,93.05,15.47,222,0.11185
21,Renaissance,Serial,finagle-chirper,2G,93.37,15.09,227,0.16238
21,Renaissance,Serial,finagle-chirper,4G,91.09,21.46,240,0.28991
21,Renaissance,Serial,finagle-chirper,8G,85.55,36.2,250,0.48468
21,Renaissance,Serial,finagle-http,1G,97.21,10.13,362,0.09391
21,Renaissance,Serial,finagle-http,2G,96.16,13.58,353,0.13522
21,Renaissance,Serial,finagle-http,4G,96.33,13.25,361,0.18453
21,Renaissance,Serial,finagle-http,8G,96.34,13.31,363,0.20911
21,Renaissance,Serial,fj-kmeans,1G,94.65,14.14,264,0.16101
21,Renaissance,Serial,fj-kmeans,2G,94.54,14.19,259,0.1623
21,Renaissance,Serial,fj-kmeans,4G,93.73,16.51,263,0.17949
21,Renaissance,Serial,fj-kmeans,8G,93.79,16.29,262,0.17729
21,Renaissance,Serial,future-genetics,1G,96.13,5.11,132,0.05448
21,Renaissance,Serial,future-genetics,2G,92.93,9.64,136,0.10683
21,Renaissance,Serial,future-genetics,4G,93.35,9.52,143,0.11958
21,Renaissance,Serial,future-genetics,8G,82.19,29.03,162,0.29795
21,Renaissance,Serial,gauss-mix,1G,88.4,7.97,68,0.07415
21,Renaissance,Serial,gauss-mix,2G,88.28,7.85,66,0.10423
21,Renaissance,Serial,gauss-mix,4G,88.96,7.62,69,0.10416
21,Renaissance,Serial,gauss-mix,8G,77.01,18.01,78,0.18603
21,Renaissance,Serial,log-regression,1G,89.39,18.11,170,0.14124
21,Renaissance,Serial,log-regression,2G,89.7,17.56,170,0.15162
21,Renaissance,Serial,log-regression,4G,90.14,16.69,169,0.23441
21,Renaissance,Serial,log-regression,8G,90.63,15.64,166,0.44251
21,Renaissance,Serial,mnemonics,1G,88.05,33.08,276,0.10864
21,Renaissance,Serial,mnemonics,2G,93.5,18.19,280,0.05417
21,Renaissance,Serial,mnemonics,4G,92.69,20.42,279,0.13471
21,Renaissance,Serial,mnemonics,8G,97,8.83,294,0.04923
21,Renaissance,Serial,movie-lens,1G,98.89,44.33,3999,0.12945
21,Renaissance,Serial,movie-lens,2G,99.07,35.23,3793,0.15804
21,Renaissance,Serial,movie-lens,4G,99.17,31.55,3814,0.20674
21,Renaissance,Serial,movie-lens,8G,99.31,26.43,3814,0.20412
21,Renaissance,Serial,na?ve-bayes,1G,65.69,366.92,1069,0.32578
21,Renaissance,Serial,na?ve-bayes,2G,90.38,45.17,469,0.23948
21,Renaissance,Serial,na?ve-bayes,4G,78.93,36.08,171,1.14071
21,Renaissance,Serial,na?ve-bayes,8G,79.36,35.03,169,0.42361
21,Renaissance,Serial,neo4j-analytics,1G,56.39,5.25,12,0.78758
21,Renaissance,Serial,neo4j-analytics,2G,82.13,34.42,192,1.46055
21,Renaissance,Serial,neo4j-analytics,4G,86.32,25.72,188,1.30256
21,Renaissance,Serial,neo4j-analytics,8G,86.42,24.57,180,1.7199
21,Renaissance,Serial,page-rank,1G,61.07,287.83,739,0.45939
21,Renaissance,Serial,page-rank,2G,60.56,244.27,619,0.44307
21,Renaissance,Serial,page-rank,4G,74.11,136.32,526,0.5239
21,Renaissance,Serial,page-rank,8G,84.87,66.46,439,0.51443
21,Renaissance,Serial,par-mnemonics,1G,86.42,35.28,259,0.1123
21,Renaissance,Serial,par-mnemonics,2G,91.27,22.42,256,0.08235
21,Renaissance,Serial,par-mnemonics,4G,93.06,18.6,267,0.09648
21,Renaissance,Serial,par-mnemonics,8G,94.48,15.43,279,0.1111
21,Renaissance,Serial,philosophers,1G,95.47,10.56,233,0.05338
21,Renaissance,Serial,philosophers,2G,94.19,13.45,231,0.09563
21,Renaissance,Serial,philosophers,4G,92.57,17.16,231,0.17744
21,Renaissance,Serial,philosophers,8G,91.62,18.68,223,0.33657
21,Renaissance,Serial,reactors,1G,66.25,335.68,994,0.69013
21,Renaissance,Serial,reactors,2G,72.26,282.38,1017,0.8573
21,Renaissance,Serial,reactors,4G,77.39,203.87,901,1.29431
21,Renaissance,Serial,reactors,8G,87.98,91.31,759,0.81852
21,Renaissance,Serial,rx-scrabble,1G,55.41,7.38,16,0.12503
21,Renaissance,Serial,rx-scrabble,2G,48.05,9.41,18,0.21137
21,Renaissance,Serial,rx-scrabble,4G,47.36,9.47,17,0.21026
21,Renaissance,Serial,rx-scrabble,8G,47.82,9.43,18,0.21314
21,Renaissance,Serial,scala-doku,1G,98.03,3.94,200,0.04585
21,Renaissance,Serial,scala-doku,2G,97.99,3.88,192,0.04562
21,Renaissance,Serial,scala-doku,4G,98.12,3.86,205,0.04587
21,Renaissance,Serial,scala-doku,8G,98.08,3.85,200,0.04568
21,Renaissance,Serial,scala-kmeans,1G,82.76,3.19,18,0.04611
21,Renaissance,Serial,scala-kmeans,2G,83.22,3.15,18,0.04706
21,Renaissance,Serial,scala-kmeans,4G,83.06,3.18,18,0.0469
21,Renaissance,Serial,scala-kmeans,8G,83.12,3.16,18,0.04649
21,Renaissance,Serial,scala-stm-bench7,1G,57.91,56.5,134,0.34097
21,Renaissance,Serial,scala-stm-bench7,2G,59.05,54.46,132,0.51454
21,Renaissance,Serial,scala-stm-bench7,4G,89.26,10.22,95,0.11355
21,Renaissance,Serial,scala-stm-bench7,8G,89.39,10.23,96,0.11308
21,Renaissance,Serial,scrabble,1G,41.37,30.43,51,0.21059
21,Renaissance,Serial,scrabble,2G,42.47,28.17,48,0.31675
21,Renaissance,Serial,scrabble,4G,41.11,29.52,50,0.32071
21,Renaissance,Serial,scrabble,8G,35.89,36.61,57,0.38371
21,Renaissance,Parallel,akka-uct,1G,66.78,303.51,913,0.31574
21,Renaissance,Parallel,akka-uct,2G,77.04,200.87,874,0.18777
21,Renaissance,Parallel,akka-uct,4G,83.12,160.37,949,0.18634
21,Renaissance,Parallel,akka-uct,8G,90.79,84.41,916,0.25062
21,Renaissance,Parallel,als,1G,98.08,13.9,722,0.09158
21,Renaissance,Parallel,als,2G,98.32,10.66,633,0.08179
21,Renaissance,Parallel,als,4G,98.48,9.64,632,0.083
21,Renaissance,Parallel,als,8G,98.73,8,628,0.08229
21,Renaissance,Parallel,chi-square,1G,87.14,9.08,70,0.12425
21,Renaissance,Parallel,chi-square,2G,87.26,9.17,72,0.13226
21,Renaissance,Parallel,chi-square,4G,86.96,9.34,71,0.13667
21,Renaissance,Parallel,chi-square,8G,87.98,8.49,70,0.13222
21,Renaissance,Parallel,dec-tree,1G,88.83,10.19,91,0.10186
21,Renaissance,Parallel,dec-tree,2G,89.14,9.71,89,0.10219
21,Renaissance,Parallel,dec-tree,4G,89.49,9.62,91,0.10322
21,Renaissance,Parallel,dec-tree,8G,90.09,9.16,92,0.10353
21,Renaissance,Parallel,dotty,1G,96.44,7.02,197,0.07991
21,Renaissance,Parallel,dotty,2G,96.4,7.06,195,0.08222
21,Renaissance,Parallel,dotty,4G,96.41,7.11,197,0.07832
21,Renaissance,Parallel,dotty,8G,96.49,6.93,197,0.07412
21,Renaissance,Parallel,finagle-chirper,1G,97.52,5.36,216,0.08118
21,Renaissance,Parallel,finagle-chirper,2G,97.75,5.04,224,0.07307
21,Renaissance,Parallel,finagle-chirper,4G,97.92,4.74,227,0.05105
21,Renaissance,Parallel,finagle-chirper,8G,97.95,4.7,229,0.09989
21,Renaissance,Parallel,finagle-http,1G,99.06,3.4,359,0.03946
21,Renaissance,Parallel,finagle-http,2G,99.17,3.3,397,0.0408
21,Renaissance,Parallel,finagle-http,4G,99.05,3.47,367,0.22595
21,Renaissance,Parallel,finagle-http,8G,99.15,3.01,353,0.03988
21,Renaissance,Parallel,fj-kmeans,1G,97.75,6.6,293,0.08825
21,Renaissance,Parallel,fj-kmeans,2G,97.92,5.8,278,0.09003
21,Renaissance,Parallel,fj-kmeans,4G,98.06,5.44,281,0.09079
21,Renaissance,Parallel,fj-kmeans,8G,98.15,5.17,279,0.09076
21,Renaissance,Parallel,future-genetics,1G,99.21,1.49,189,0.02041
21,Renaissance,Parallel,future-genetics,2G,99.97,1.05,3404,0.01911
21,Renaissance,Parallel,future-genetics,4G,99.39,1.41,231,0.01926
21,Renaissance,Parallel,future-genetics,8G,99.43,1.27,223,0.01552
21,Renaissance,Parallel,gauss-mix,1G,93.56,4.07,63,0.03979
21,Renaissance,Parallel,gauss-mix,2G,93.73,3.94,62,0.04211
21,Renaissance,Parallel,gauss-mix,4G,94.06,3.9,65,0.04201
21,Renaissance,Parallel,gauss-mix,8G,94.01,3.84,64,0.03997
21,Renaissance,Parallel,log-regression,1G,93.28,10.75,160,0.0918
21,Renaissance,Parallel,log-regression,2G,93.78,9.97,160,0.08498
21,Renaissance,Parallel,log-regression,4G,94.04,9.53,159,0.10664
21,Renaissance,Parallel,log-regression,8G,94.51,8.75,159,0.08973
21,Renaissance,Parallel,mnemonics,1G,95.18,14.74,305,0.05739
21,Renaissance,Parallel,mnemonics,2G,96.09,11.28,288,0.05389
21,Renaissance,Parallel,mnemonics,4G,96.78,9.56,296,0.05335
21,Renaissance,Parallel,mnemonics,8G,98.4,4.43,277,0.03261
21,Renaissance,Parallel,movie-lens,1G,99.63,13.79,3723,0.0803
21,Renaissance,Parallel,movie-lens,2G,99.72,10.37,3727,0.07517
21,Renaissance,Parallel,movie-lens,4G,99.78,8.16,3739,0.07668
21,Renaissance,Parallel,movie-lens,8G,99.82,6.86,3736,0.07433
21,Renaissance,Parallel,na?ve-bayes,1G,75.41,204.57,831,0.17048
21,Renaissance,Parallel,na?ve-bayes,2G,92.85,33.7,471,0.24261
21,Renaissance,Parallel,na?ve-bayes,4G,88.93,16.7,150,0.26954
21,Renaissance,Parallel,na?ve-bayes,8G,88.51,17.39,151,0.26079
21,Renaissance,Parallel,neo4j-analytics,1G,40.54,9.82,16,0.29071
21,Renaissance,Parallel,neo4j-analytics,2G,92.57,12.08,162,0.46393
21,Renaissance,Parallel,neo4j-analytics,4G,94.99,8.24,164,0.22725
21,Renaissance,Parallel,neo4j-analytics,8G,96.07,6.52,165,0.59042
21,Renaissance,Parallel,page-rank,1G,78.06,117.94,537,0.81837
21,Renaissance,Parallel,page-rank,2G,82.43,75.25,428,1.09767
21,Renaissance,Parallel,page-rank,4G,91.26,35.88,410,0.16948
21,Renaissance,Parallel,page-rank,8G,96.13,15.53,401,0.10382
21,Renaissance,Parallel,par-mnemonics,1G,95.9,12.36,301,0.03473
21,Renaissance,Parallel,par-mnemonics,2G,97.13,8.65,301,0.03068
21,Renaissance,Parallel,par-mnemonics,4G,97.33,6.48,242,0.02892
21,Renaissance,Parallel,par-mnemonics,8G,98.24,4.36,248,0.02969
21,Renaissance,Parallel,philosophers,1G,98.82,2.57,218,0.01288
21,Renaissance,Parallel,philosophers,2G,98.86,2.13,186,0.01373
21,Renaissance,Parallel,philosophers,4G,98.93,2.06,192,0.01377
21,Renaissance,Parallel,philosophers,8G,99.18,1.82,223,0.01509
21,Renaissance,Parallel,reactors,1G,84,140.29,876,0.43629
21,Renaissance,Parallel,reactors,2G,89.03,94.92,865,0.29335
21,Renaissance,Parallel,reactors,4G,91.28,73.63,844,0.39301
21,Renaissance,Parallel,reactors,8G,98.12,14.99,795,0.3469
21,Renaissance,Parallel,rx-scrabble,1G,75.23,2.96,11,0.04746
21,Renaissance,Parallel,rx-scrabble,2G,74.37,2.99,11,0.05695
21,Renaissance,Parallel,rx-scrabble,4G,73.81,3.06,11,0.05279
21,Renaissance,Parallel,rx-scrabble,8G,73.87,3.05,11,0.05521
21,Renaissance,Parallel,scala-doku,1G,99.53,0.92,193,0.01258
21,Renaissance,Parallel,scala-doku,2G,99.49,0.98,192,0.01172
21,Renaissance,Parallel,scala-doku,4G,99.48,1.03,199,0.01331
21,Renaissance,Parallel,scala-doku,8G,99.49,1.02,199,0.01245
21,Renaissance,Parallel,scala-kmeans,1G,92.32,1.31,17,0.01835
21,Renaissance,Parallel,scala-kmeans,2G,92.12,1.34,17,0.01946
21,Renaissance,Parallel,scala-kmeans,4G,91.99,1.4,17,0.02026
21,Renaissance,Parallel,scala-kmeans,4G,91.83,1.42,17,0.02038
21,Renaissance,Parallel,scala-stm-bench7,1G,75.79,23.63,97,0.1034
21,Renaissance,Parallel,scala-stm-bench7,2G,80.12,19.17,96,0.13633
21,Renaissance,Parallel,scala-stm-bench7,4G,98.84,1.01,87,0.01388
21,Renaissance,Parallel,scala-stm-bench7,8G,98.86,0.99,86,0.0139
21,Renaissance,Parallel,scrabble,1G,71.68,8.3,29,0.08602
21,Renaissance,Parallel,scrabble,2G,71.76,8.13,28,0.09846
21,Renaissance,Parallel,scrabble,4G,76.84,6.23,26,0.08722
21,Renaissance,Parallel,scrabble,8G,81.62,4.63,25,0.08855
21,Renaissance,G1,akka-uct,1G,78.09,206.22,941,0.25079
21,Renaissance,G1,akka-uct,2G,82.98,157.87,927,0.2529
21,Renaissance,G1,akka-uct,4G,89.23,99.25,921,0.31992
21,Renaissance,G1,akka-uct,8G,93.45,59.93,915,0.28992
21,Renaissance,G1,als,1G,98.6,9.44,675,0.06738
21,Renaissance,G1,als,2G,99.01,6.89,694,0.07267
21,Renaissance,G1,als,4G,98.96,6.92,663,0.12013
21,Renaissance,G1,als,8G,98.8,7.99,666,0.09268
21,Renaissance,G1,chi-square,1G,91.95,5.97,74,0.05499
21,Renaissance,G1,chi-square,2G,89.89,5.89,58,0.05836
21,Renaissance,G1,chi-square,4G,90.69,6.27,67,0.06711
21,Renaissance,G1,chi-square,8G,89.1,7.11,65,0.08026
21,Renaissance,G1,dec-tree,1G,91.46,8.02,93,0.08636
21,Renaissance,G1,dec-tree,2G,91.54,7.93,93,0.08513
21,Renaissance,G1,dec-tree,4G,91.47,8.06,94,0.09164
21,Renaissance,G1,dec-tree,8G,90.74,8.98,96,0.10364
21,Renaissance,G1,dotty,1G,97.05,5.87,198,0.06428
21,Renaissance,G1,dotty,2G,96.95,6.07,198,0.06556
21,Renaissance,G1,dotty,4G,96.77,6.45,199,0.07299
21,Renaissance,G1,dotty,8G,96.29,7.44,200,0.07911
21,Renaissance,G1,finagle-chirper,1G,98.21,5.1,285,0.0509
21,Renaissance,G1,finagle-chirper,2G,98.28,4.72,274,0.08653
21,Renaissance,G1,finagle-chirper,4G,98.4,5.11,318,0.06693
21,Renaissance,G1,finagle-chirper,8G,97.94,5.84,283,0.07509
21,Renaissance,G1,finagle-http,1G,99.28,3.81,525,0.0401
21,Renaissance,G1,finagle-http,2G,99.31,3.71,539,0.03706
21,Renaissance,G1,finagle-http,4G,99.32,4,590,0.04469
21,Renaissance,G1,finagle-http,8G,99.22,5.03,647,0.06581
21,Renaissance,G1,fj-kmeans,1G,96.91,8.87,286,0.04104
21,Renaissance,G1,fj-kmeans,2G,97.15,8.03,281,0.04178
21,Renaissance,G1,fj-kmeans,4G,98.24,4.67,265,0.09933
21,Renaissance,G1,fj-kmeans,8G,97.91,5.59,267,0.10812
21,Renaissance,G1,future-genetics,1G,99.15,1.19,140,0.01236
21,Renaissance,G1,future-genetics,2G,99.05,1.33,139,0.01498
21,Renaissance,G1,future-genetics,4G,98.78,1.81,148,0.02325
21,Renaissance,G1,future-genetics,8G,98.24,2.62,148,0.02977
21,Renaissance,G1,gauss-mix,1G,95.17,3.45,71,0.03547
21,Renaissance,G1,gauss-mix,2G,94.69,3.6,67,0.04093
21,Renaissance,G1,gauss-mix,4G,94.26,4.05,70,0.04404
21,Renaissance,G1,gauss-mix,8G,93.11,4.87,70,0.05187
21,Renaissance,G1,log-regression,1G,95.06,8.19,165,0.06834
21,Renaissance,G1,log-regression,2G,95.56,7.91,177,0.09494
21,Renaissance,G1,log-regression,4G,95.5,7.89,175,0.10681
21,Renaissance,G1,log-regression,8G,94.99,8.76,174,0.10661
21,Renaissance,G1,mnemonics,1G,97.07,7.89,269,0.01181
21,Renaissance,G1,mnemonics,2G,98.22,4.9,274,0.01376
21,Renaissance,G1,mnemonics,4G,98.94,3.16,298,0.01924
21,Renaissance,G1,mnemonics,8G,98.78,3.56,292,0.0345
21,Renaissance,G1,movie-lens,1G,99.52,18.42,3823,0.06304
21,Renaissance,G1,movie-lens,2G,99.75,9.32,3804,0.0636
21,Renaissance,G1,movie-lens,4G,99.79,7.92,3775,0.07284
21,Renaissance,G1,movie-lens,8G,99.8,7.73,3802,0.07872
21,Renaissance,G1,na?ve-bayes,1G,92.01,55.78,698,0.05025
21,Renaissance,G1,na?ve-bayes,2G,91.99,43.89,548,0.06017
21,Renaissance,G1,na?ve-bayes,4G,95.02,7.3,146,0.07155
21,Renaissance,G1,na?ve-bayes,8G,94.53,8.01,146,0.08351
21,Renaissance,G1,neo4j-analytics,1G,91.79,1.27,15,0.3117
21,Renaissance,G1,neo4j-analytics,2G,95.62,8.84,201,0.31787
21,Renaissance,G1,neo4j-analytics,4G,95.24,9.62,202,0.34448
21,Renaissance,G1,neo4j-analytics,8G,95.15,9.35,192,0.30039
21,Renaissance,G1,page-rank,1G,85,85.74,571,0.46505
21,Renaissance,G1,page-rank,2G,77.94,110.24,499,0.28525
21,Renaissance,G1,page-rank,4G,81.07,93.6,494,0.55468
21,Renaissance,G1,page-rank,8G,84.65,73.1,476,0.87234
21,Renaissance,G1,par-mnemonics,1G,97.07,7.7,262,0.01189
21,Renaissance,G1,par-mnemonics,2G,98.08,4.8,250,0.01442
21,Renaissance,G1,par-mnemonics,4G,98.97,3.27,316,0.02756
21,Renaissance,G1,par-mnemonics,8G,98.62,3.61,261,0.03
21,Renaissance,G1,philosophers,1G,98.7,2.35,180,0.01378
21,Renaissance,G1,philosophers,2G,98.86,1.99,174,0.01598
21,Renaissance,G1,philosophers,4G,99.96,2.11,5814,0.02921
21,Renaissance,G1,philosophers,8G,98.21,2.92,162,0.0318
21,Renaissance,G1,reactors,1G,92.79,59.33,822,0.18972
21,Renaissance,G1,reactors,2G,92.67,56.65,773,0.28933
21,Renaissance,G1,reactors,4G,96.93,24.16,788,0.2929
21,Renaissance,G1,reactors,8G,97.89,16.59,785,0.24006
21,Renaissance,G1,rx-scrabble,1G,83.21,1.93,11,0.02859
21,Renaissance,G1,rx-scrabble,2G,80.82,2.15,11,0.02938
21,Renaissance,G1,rx-scrabble,4G,79.56,2.51,12,0.03016
21,Renaissance,G1,rx-scrabble,8G,73.12,3.35,12,0.0428
21,Renaissance,G1,scala-doku,1G,99.49,1.05,206,0.02207
21,Renaissance,G1,scala-doku,2G,99.35,1.27,196,0.01835
21,Renaissance,G1,scala-doku,4G,99.21,1.66,210,0.01916
21,Renaissance,G1,scala-doku,8G,98.83,2.53,216,0.02967
21,Renaissance,G1,scala-kmeans,1G,93.37,1.12,16,0.01852
21,Renaissance,G1,scala-kmeans,2G,91.8,1.39,16,0.02956
21,Renaissance,G1,scala-kmeans,4G,89.82,1.86,18,0.03539
21,Renaissance,G1,scala-kmeans,8G,85.4,2.77,18,0.04863
21,Renaissance,G1,scala-stm-bench7,8G,85.62,17.24,119,0.20084
21,Renaissance,G1,scala-stm-bench7,2G,94.72,5.75,108,0.19087
21,Renaissance,G1,scala-stm-bench7,4G,92.53,8.56,114,0.18864
21,Renaissance,G1,scala-stm-bench7,8G,93.83,6.9,111,0.15975
21,Renaissance,G1,scrabble,1G,76.62,6.69,28,0.05893
21,Renaissance,G1,scrabble,2G,79.92,5.4,26,0.049
21,Renaissance,G1,scrabble,4G,82.83,4.41,25,0.05821
21,Renaissance,G1,scrabble,8G,79.6,5.43,26,0.06863
21,Renaissance,Z,akka-uct,1G,15.3,14389.95,2276,0.86521
21,Renaissance,Z,akka-uct,2G,21.47,3307.44,1565,0.82944
21,Renaissance,Z,akka-uct,4G,94.53,69.27,1267,0.2545
21,Renaissance,Z,akka-uct,8G,99.99,0.07,1149,0.00231
21,Renaissance,Z,als,1G,99.67,2.77,834,0.07408
21,Renaissance,Z,als,2G,99.98,0.16,766,0.02313
21,Renaissance,Z,als,4G,100,0.02,787,0.00048
21,Renaissance,Z,als,8G,100,0.01,767,0.00026
21,Renaissance,Z,chi-square,1G,86.63,14.65,109,0.11037
21,Renaissance,Z,chi-square,2G,99.98,0.02,83,0.00011
21,Renaissance,Z,chi-square,4G,99.99,0.01,80,0.00013
21,Renaissance,Z,chi-square,8G,99.99,0,75,0.00006
21,Renaissance,Z,dec-tree,1G,99.88,0.13,108,0.04323
21,Renaissance,Z,dec-tree,2G,99.99,0.01,101,0.0003
21,Renaissance,Z,dec-tree,4G,99.99,0,98,0.00007
21,Renaissance,Z,dec-tree,8G,100,0,99,0.00008
21,Renaissance,Z,dotty,1G,100,0,206,0.00009
21,Renaissance,Z,dotty,2G,100,0,203,0.00009
21,Renaissance,Z,dotty,4G,100,0,198,0.00008
21,Renaissance,Z,dotty,8G,100,0,199,0.00007
21,Renaissance,Z,finagle-chirper,1G,99.99,0.03,236,0.00015
21,Renaissance,Z,finagle-chirper,2G,99.99,0.01,233,0.00013
21,Renaissance,Z,finagle-chirper,4G,100,0.01,232,0.00019
21,Renaissance,Z,finagle-chirper,8G,100,0.01,234,0.00011
21,Renaissance,Z,finagle-http,1G,100,0.02,362,0.00006
21,Renaissance,Z,finagle-http,2G,100,0.01,371,0.00015
21,Renaissance,Z,finagle-http,4G,100,0.01,367,0.00007
21,Renaissance,Z,finagle-http,8G,100,0.01,362,0.00016
21,Renaissance,Z,fj-kmeans,1G,65.87,214.66,628,0.07452
21,Renaissance,Z,fj-kmeans,2G,99.98,0.07,476,0.00014
21,Renaissance,Z,fj-kmeans,4G,99.99,0.03,446,0.00011
21,Renaissance,Z,fj-kmeans,8G,100,0.01,428,0.00006
21,Renaissance,Z,future-genetics,1G,99.99,0.01,146,0.0001
21,Renaissance,Z,future-genetics,2G,100,0.01,147,0.00006
21,Renaissance,Z,future-genetics,4G,100,0.01,147,0.00012
21,Renaissance,Z,future-genetics,8G,100,0,146,0.00005
21,Renaissance,Z,gauss-mix,1G,99.98,0.02,72,0.00016
21,Renaissance,Z,gauss-mix,2G,99.99,0,70,0.00009
21,Renaissance,Z,gauss-mix,4G,99.99,0,67,0.00013
21,Renaissance,Z,gauss-mix,8G,99.99,0,69,0.00011
21,Renaissance,Z,log-regression,1G,97.72,5.15,225,0.09134
21,Renaissance,Z,log-regression,2G,99.35,1.23,190,0.07915
21,Renaissance,Z,log-regression,4G,99.99,0.01,169,0.00013
21,Renaissance,Z,log-regression,8G,100,0.01,165,0.00016
21,Renaissance,Z,mnemonics,1G,99.96,0.12,309,0.00019
21,Renaissance,Z,mnemonics,2G,99.99,0.03,334,0.00026
21,Renaissance,Z,mnemonics,4G,100,0.01,342,0.00007
21,Renaissance,Z,mnemonics,8G,100,0.01,344,0.00021
21,Renaissance,Z,movie-lens,1G,99.79,8.2,3961,0.0786
21,Renaissance,Z,movie-lens,2G,99.97,1.55,4514,0.07452
21,Renaissance,Z,movie-lens,4G,100,0.05,3864,0.00026
21,Renaissance,Z,movie-lens,8G,100,0.05,3829,0.00025
21,Renaissance,Z,na?ve-bayes,1G,90.4,178.82,1863,0.08224
21,Renaissance,Z,na?ve-bayes,2G,93.83,47.71,773,0.08544
21,Renaissance,Z,na?ve-bayes,4G,97.77,4.78,213,0.05647
21,Renaissance,Z,na?ve-bayes,8G,99.98,0.04,180,0.00021
21,Renaissance,Z,neo4j-analytics,1G,6.7,15.88,17,0.75083
21,Renaissance,Z,neo4j-analytics,2G,57.71,92.81,219,1.21592
21,Renaissance,Z,neo4j-analytics,4G,100,0.01,182,0.00019
21,Renaissance,Z,neo4j-analytics,8G,100,0,170,0.0001
21,Renaissance,Z,page-rank,1G,85.28,177.48,1205,0.53621
21,Renaissance,Z,page-rank,2G,99.86,0.86,603,0.18676
21,Renaissance,Z,page-rank,4G,99.99,0.04,553,0.00013
21,Renaissance,Z,page-rank,8G,100,0.02,487,0.00014
21,Renaissance,Z,par-mnemonics,1G,99.96,0.11,270,0.00008
21,Renaissance,Z,par-mnemonics,2G,99.98,0.04,279,0.00012
21,Renaissance,Z,par-mnemonics,4G,99.99,0.02,276,0.00009
21,Renaissance,Z,par-mnemonics,8G,100,0.01,257,0.00011
21,Renaissance,Z,philosophers,1G,99.99,0.01,179,0.00006
21,Renaissance,Z,philosophers,2G,100,0.01,166,0.00008
21,Renaissance,Z,philosophers,4G,100,0.01,160,0.00005
21,Renaissance,Z,philosophers,8G,100,0,161,0.00006
21,Renaissance,Z,reactors,1G,64.62,386.08,1091,0.97469
21,Renaissance,Z,reactors,2G,99.99,0.08,865,0.0001
21,Renaissance,Z,reactors,4G,99.99,0.05,834,0.00018
21,Renaissance,Z,reactors,8G,100,0.01,797,0.0001
21,Renaissance,Z,rx-scrabble,1G,99.97,0,15,0.00016
21,Renaissance,Z,rx-scrabble,2G,99.97,0,15,0.00008
21,Renaissance,Z,rx-scrabble,4G,99.97,0,15,0.00022
21,Renaissance,Z,rx-scrabble,8G,99.97,0,15,0.00007
21,Renaissance,Z,scala-doku,1G,100,0,228,0.00009
21,Renaissance,Z,scala-doku,2G,100,0,228,0.00006
21,Renaissance,Z,scala-doku,4G,100,0,207,0.00007
21,Renaissance,Z,scala-doku,8G,100,0,227,0.00007
21,Renaissance,Z,scala-kmeans,1G,99.98,0,19,0.00007
21,Renaissance,Z,scala-kmeans,2G,99.98,0,19,0.00009
21,Renaissance,Z,scala-kmeans,4G,99.98,0,20,0.00011
21,Renaissance,Z,scala-kmeans,8G,99.98,0,21,0.00006
21,Renaissance,Z,scala-stm-bench7,1G,99.98,0.02,144,0.00014
21,Renaissance,Z,scala-stm-bench7,2G,100,0,106,0.00006
21,Renaissance,Z,scala-stm-bench7,4G,100,0,105,0.00008
21,Renaissance,Z,scala-stm-bench7,8G,100,0,98,0.00009
21,Renaissance,Z,scrabble,1G,75.41,234.09,82,0.26276
21,Renaissance,Z,scrabble,2G,92.95,104.1,62,0.25696
21,Renaissance,Z,scrabble,4G,99.98,0.01,45,0.00008
21,Renaissance,Z,scrabble,8G,99.99,0,37,0.00006
21,Renaissance,Shenandoah,akka-uct,1G,98.52,46.85,3172,0.2793
21,Renaissance,Shenandoah,akka-uct,2G,98.58,24.03,1687,0.28854
21,Renaissance,Shenandoah,akka-uct,4G,99.26,9.2,1237,0.52663
21,Renaissance,Shenandoah,akka-uct,8G,99.92,0.85,1097,0.01042
21,Renaissance,Shenandoah,als,1G,99.91,0.71,775,0.00246
