JDK,Suite,GC,Test,Heap,Debit (%),Timp pauza (s),Timp total (s),Max Pause (s)
17,Renaissance,G1,scala-doku,2G,98.42,4.05,257,0.01668
17,Renaissance,G1,scala-doku,4G,98.78,3.23,264,0.02262
17,Renaissance,G1,scala-doku,8G,98.87,3,266,0.03064
17,Renaissance,G1,scala-kmeans,1G,94.83,1.06,20,0.01709
17,Renaissance,G1,scala-kmeans,2G,93.43,1.32,20,0.02861
17,Renaissance,G1,scala-kmeans,4G,91.68,1.82,21,0.03373
17,Renaissance,G1,scala-kmeans,8G,87.87,2.75,22,0.0479
17,Renaissance,G1,scala-stm-bench7,1G,87.12,14.71,114,0.15427
17,Renaissance,G1,scala-stm-bench7,2G,94.77,5.71,109,0.16113
17,Renaissance,G1,scala-stm-bench7,4G,94.31,6.41,112,0.15467
17,Renaissance,G1,scala-stm-bench7,8G,94.08,6.63,112,0.13839
17,Renaissance,G1,scrabble,1G,83.05,6.05,35,0.05382
17,Renaissance,G1,scrabble,2G,86.11,4.87,35,0.04344
17,Renaissance,G1,scrabble,4G,87.63,4.2,33,0.04643
17,Renaissance,G1,scrabble,8G,84.97,5.19,34,0.06165
17,Renaissance,Z,akka-uct,1G,15.3,12955.94,2309,0.94438
17,Renaissance,Z,akka-uct,2G,21.47,1182.86,1506,0.76432
17,Renaissance,Z,akka-uct,4G,99.8,2.81,1401,0.25936
17,Renaissance,Z,akka-uct,8G,100,0.06,1284,0.00321
17,Renaissance,Z,als,1G,99.61,3.03,772,0.08911
17,Renaissance,Z,als,2G,99.99,0.28,4154,0.0398
17,Renaissance,Z,als,4G,100,0.01,843,0.00013
17,Renaissance,Z,als,8G,100,0.01,867,0.00011
17,Renaissance,Z,chi-square,1G,95.7,5.05,117,0.09867
17,Renaissance,Z,chi-square,2G,99.99,0.01,98,0.00014
17,Renaissance,Z,chi-square,4G,99.99,0.01,100,0.0001
17,Renaissance,Z,chi-square,8G,99.99,0,92,0.00015
17,Renaissance,Z,db-shootout,1G,90.31,73.11,754,0.04575
17,Renaissance,Z,db-shootout,2G,98.1,13.41,704,0.0537
17,Renaissance,Z,db-shootout,4G,99.99,0.05,708,0.00502
17,Renaissance,Z,db-shootout,8G,100,0.03,686,0.00548
17,Renaissance,Z,dec-tree,1G,99.93,0.08,119,0.0191
17,Renaissance,Z,dec-tree,2G,99.99,0.01,109,0.00019
17,Renaissance,Z,dec-tree,4G,99.99,0.01,107,0.0001
17,Renaissance,Z,dec-tree,8G,100,0.01,110,0.00009
17,Renaissance,Z,dotty,1G,100,0,213,0.00015
17,Renaissance,Z,dotty,2G,100,0,212,0.00011
17,Renaissance,Z,dotty,4G,100,0,211,0.00012
17,Renaissance,Z,dotty,8G,100,0,4532,0.00012
17,Renaissance,Z,finagle-chirper,1G,99.99,0.03,277,0.00016
17,Renaissance,Z,finagle-chirper,2G,99.99,0.01,265,0.00027
17,Renaissance,Z,finagle-chirper,4G,100,0.01,255,0.00028
17,Renaissance,Z,finagle-chirper,8G,100,0.01,268,0.00027
17,Renaissance,Z,finagle-http,1G,100,0.02,367,0.00006
17,Renaissance,Z,finagle-http,2G,100,0.01,370,0.00029
17,Renaissance,Z,finagle-http,4G,100,0.01,371,0.00009
17,Renaissance,Z,finagle-http,8G,100,0.01,386,0.00012
17,Renaissance,Z,fj-kmeans,1G,38.1,386.41,624,0.08447
17,Renaissance,Z,fj-kmeans,2G,99.98,0.08,481,0.00015
17,Renaissance,Z,fj-kmeans,4G,99.99,0.03,435,0.00006
17,Renaissance,Z,fj-kmeans,8G,100,0.01,416,0.00007
17,Renaissance,Z,future-genetics,1G,99.99,0.01,150,0.00005
17,Renaissance,Z,future-genetics,2G,100,0.01,154,0.00006
17,Renaissance,Z,future-genetics,4G,100,0,152,0.00005
17,Renaissance,Z,future-genetics,8G,100,0,153,0.00005
17,Renaissance,Z,gauss-mix,1G,99.98,0.02,83,0.00016
17,Renaissance,Z,gauss-mix,2G,99.99,0.01,91,0.00011
17,Renaissance,Z,gauss-mix,4G,99.99,0,90,0.00018
17,Renaissance,Z,gauss-mix,8G,99.99,0.01,88,0.00012
17,Renaissance,Z,log-regression,1G,94.55,15.12,277,0.1376
17,Renaissance,Z,log-regression,2G,99.1,1.91,211,0.0947
17,Renaissance,Z,log-regression,4G,99.99,0.01,174,0.00015
17,Renaissance,Z,log-regression,8G,100,0,169,0.00011
17,Renaissance,Z,mnemonics,1G,99.98,0.08,334,0.00007
17,Renaissance,Z,mnemonics,2G,99.99,0.03,333,0.00006
17,Renaissance,Z,mnemonics,4G,100,0.01,333,0.00024
17,Renaissance,Z,mnemonics,8G,100,0.01,310,0.00005
17,Renaissance,Z,movie-lens,1G,99.8,8.54,4269,0.07974
17,Renaissance,Z,movie-lens,2G,99.94,2.27,3841,0.06923
17,Renaissance,Z,movie-lens,4G,100,0.05,3854,0.0003
17,Renaissance,Z,movie-lens,8G,100,0.04,3861,0.00039
17,Renaissance,Z,na?ve-bayes,1G,89.91,191.13,1895,0.08903
17,Renaissance,Z,na?ve-bayes,2G,89.53,85.64,817,0.08873
17,Renaissance,Z,na?ve-bayes,4G,96.74,7.34,224,0.08457
17,Renaissance,Z,na?ve-bayes,8G,99.98,0.04,190,0.00027
17,Renaissance,Z,neo4j-analytics,1G,74.82,41.82,31,0.90497
17,Renaissance,Z,neo4j-analytics,2G,87.66,24.67,199,1.00193
17,Renaissance,Z,neo4j-analytics,4G,100,0.01,186,0.00019
17,Renaissance,Z,neo4j-analytics,8G,100,0,182,0.00005
17,Renaissance,Z,page-rank,1G,82.12,203.52,1138,0.41208
17,Renaissance,Z,page-rank,2G,99.7,1.82,616,0.21836
17,Renaissance,Z,page-rank,4G,99.99,0.04,545,0.00008
17,Renaissance,Z,page-rank,8G,100,0.01,487,0.00015
17,Renaissance,Z,par-mnemonics,1G,99.97,0.1,335,0.00021
17,Renaissance,Z,par-mnemonics,2G,99.99,0.04,316,0.00008
17,Renaissance,Z,par-mnemonics,4G,100,0.01,346,0.00007
17,Renaissance,Z,par-mnemonics,8G,100,0.01,320,0.00009
17,Renaissance,Z,philosophers,1G,99.99,0.01,153,0.00005
17,Renaissance,Z,philosophers,2G,100,0.01,175,0.00007
17,Renaissance,Z,philosophers,4G,100,0,162,0.00006
17,Renaissance,Z,philosophers,8G,100,0.01,181,0.00005
17,Renaissance,Z,reactors,1G,59.49,440.45,1087,0.76183
17,Renaissance,Z,reactors,2G,99.99,0.07,898,0.0031
17,Renaissance,Z,reactors,4G,100,0.04,852,0.00025
17,Renaissance,Z,reactors,8G,100,0.01,849,0.00012
17,Renaissance,Z,rx-scrabble,1G,99.98,0,15,0.00004
17,Renaissance,Z,rx-scrabble,2G,99.97,0,15,0.00011
17,Renaissance,Z,rx-scrabble,4G,99.98,0,15,0.00005
17,Renaissance,Z,rx-scrabble,8G,99.97,0,15,0.00006
17,Renaissance,Z,scala-doku,1G,98.73,3.14,246,0.06301
17,Renaissance,Z,scala-doku,2G,100,0.01,260,0.00016
17,Renaissance,Z,scala-doku,4G,100,0,273,0.00005
17,Renaissance,Z,scala-doku,8G,100,0,256,0.00005
17,Renaissance,Z,scala-kmeans,1G,99.98,0,21,0.00005
17,Renaissance,Z,scala-kmeans,2G,99.98,0,21,0.00006
17,Renaissance,Z,scala-kmeans,4G,99.98,0,21,0.00005
17,Renaissance,Z,scala-kmeans,8G,99.98,0,21,0.00016
17,Renaissance,Z,scala-stm-bench7,1G,99.99,0.02,150,0.0001
17,Renaissance,Z,scala-stm-bench8,2G,99.99,0.01,132,0.00006
17,Renaissance,Z,scala-stm-bench9,4G,100,0,103,0.00006
17,Renaissance,Z,scala-stm-bench10,8G,100,0,101,0.00005
17,Renaissance,Z,scrabble,1G,98.97,204.96,92,0.35805
17,Renaissance,Z,scrabble,2G,99.5,72.81,65,0.24157
17,Renaissance,Z,scrabble,4G,99.99,0.01,53,0.00007
17,Renaissance,Z,scrabble,8G,99.99,0,47,0.00014
17,Renaissance,Shenandoah,akka-uct,1G,95.59,217.14,4929,0.76961
17,Renaissance,Shenandoah,akka-uct,2G,99.05,16.75,1764,0.34009
17,Renaissance,Shenandoah,akka-uct,4G,99.53,5.94,1261,0.47732
17,Renaissance,Shenandoah,akka-uct,8G,99.93,0.81,1163,0.00967
17,Renaissance,Shenandoah,als,1G,99.91,0.73,785,0.00073
17,Renaissance,Shenandoah,als,2G,99.94,0.47,785,0.03109
17,Renaissance,Shenandoah,als,4G,99.95,0.37,775,0.00194
17,Renaissance,Shenandoah,als,8G,99.96,0.3,733,0.00085
17,Renaissance,Shenandoah,chi-square,1G,99.72,0.5,178,0.00228
17,Renaissance,Shenandoah,chi-square,2G,99.78,0.29,127,0.0006
17,Renaissance,Shenandoah,chi-square,4G,99.82,0.22,119,0.00063
17,Renaissance,Shenandoah,chi-square,8G,99.89,0.12,107,0.00064
17,Renaissance,Shenandoah,db-shootout,1G,99.78,1.87,844,0.06987
17,Renaissance,Shenandoah,db-shootout,2G,99.89,0.79,693,0.02179
17,Renaissance,Shenandoah,db-shootout,4G,99.93,0.49,652,0.01305
17,Renaissance,Shenandoah,db-shootout,8G,99.95,0.34,677,0.02156
17,Renaissance,Shenandoah,dec-tree,1G,99.74,0.39,146,0.00069
17,Renaissance,Shenandoah,dec-tree,2G,99.78,0.3,138,0.00076
17,Renaissance,Shenandoah,dec-tree,4G,99.88,0.16,131,0.00064
17,Renaissance,Shenandoah,dec-tree,8G,99.93,0.1,128,0.0007
17,Renaissance,Shenandoah,dotty,1G,99.96,0.08,229,0.00051
17,Renaissance,Shenandoah,dotty,2G,99.96,0.09,223,0.00068
17,Renaissance,Shenandoah,dotty,4G,99.96,0.09,223,0.00053
17,Renaissance,Shenandoah,dotty,8G,99.96,0.09,227,0.00056
17,Renaissance,Shenandoah,finagle-chirper,1G,99.86,0.41,287,0.03361
17,Renaissance,Shenandoah,finagle-chirper,2G,99.9,0.29,280,0.00063
17,Renaissance,Shenandoah,finagle-chirper,4G,99.93,0.2,278,0.0026
17,Renaissance,Shenandoah,finagle-chirper,8G,99.95,0.14,276,0.00353
17,Renaissance,Shenandoah,finagle-http,1G,99.91,0.34,392,0.00249
17,Renaissance,Shenandoah,finagle-http,2G,99.94,0.23,378,0.00256
17,Renaissance,Shenandoah,finagle-http,4G,99.96,0.16,396,0.00247
17,Renaissance,Shenandoah,finagle-http,8G,99.97,0.12,383,0.0006
17,Renaissance,Shenandoah,fj-kmeans,1G,99.78,1.27,569,0.00061
17,Renaissance,Shenandoah,fj-kmeans,2G,99.87,0.44,337,0.00255
17,Renaissance,Shenandoah,fj-kmeans,4G,99.91,0.27,302,0.00053
17,Renaissance,Shenandoah,fj-kmeans,8G,99.93,0.19,288,0.00058
17,Renaissance,Shenandoah,future-genetics,1G,99.85,0.22,152,0.00054
17,Renaissance,Shenandoah,future-genetics,2G,99.88,0.19,150,0.00059
17,Renaissance,Shenandoah,future-genetics,4G,99.94,0.1,154,0.00054
17,Renaissance,Shenandoah,future-genetics,8G,99.96,0.06,151,0.00064
17,Renaissance,Shenandoah,gauss-mix,1G,99.62,0.36,95,0.0009
17,Renaissance,Shenandoah,gauss-mix,2G,99.73,0.27,97,0.00059
17,Renaissance,Shenandoah,gauss-mix,4G,99.81,0.17,91,0.00069
17,Renaissance,Shenandoah,gauss-mix,8G,99.89,0.1,90,0.00091
17,Renaissance,Shenandoah,log-regression,1G,98.4,4.29,267,0.05147
17,Renaissance,Shenandoah,log-regression,2G,99.82,0.38,213,0.00083
17,Renaissance,Shenandoah,log-regression,4G,99.85,0.31,203,0.00065
17,Renaissance,Shenandoah,log-regression,8G,99.91,0.16,193,0.00066
17,Renaissance,Shenandoah,mnemonics,1G,99.86,0.66,483,0.00071
17,Renaissance,Shenandoah,mnemonics,2G,99.88,0.4,335,0.00055
17,Renaissance,Shenandoah,mnemonics,4G,99.92,0.27,352,0.0005
17,Renaissance,Shenandoah,mnemonics,8G,99.94,0.22,347,0.00064
17,Renaissance,Shenandoah,movie-lens,1G,99.95,2.01,3900,0.01822
17,Renaissance,Shenandoah,movie-lens,2G,99.97,1.22,3849,0.02882
17,Renaissance,Shenandoah,movie-lens,4G,99.98,0.65,3831,0.00159
17,Renaissance,Shenandoah,movie-lens,8G,99.99,0.45,3980,0.00199
17,Renaissance,Shenandoah,na?ve-bayes,1G,95.79,83.86,1991,0.16213
17,Renaissance,Shenandoah,na?ve-bayes,2G,98.48,15.86,1042,0.19165
17,Renaissance,Shenandoah,na?ve-bayes,4G,98.52,4.63,311,0.0913
17,Renaissance,Shenandoah,na?ve-bayes,8G,99.85,0.37,246,0.00545
17,Renaissance,Shenandoah,neo4j-analytics,1G,94.54,1.4,25,0.60971
17,Renaissance,Shenandoah,neo4j-analytics,2G,99.41,1.3,220,0.58457
17,Renaissance,Shenandoah,neo4j-analytics,4G,99.89,0.22,196,0.00067
17,Renaissance,Shenandoah,neo4j-analytics,8G,99.93,0.14,206,0.00053
17,Renaissance,Shenandoah,page-rank,1G,99.88,1.72,1476,0.00112
17,Renaissance,Shenandoah,page-rank,2G,99.84,1.47,907,0.22176
17,Renaissance,Shenandoah,page-rank,4G,99.94,0.4,681,0.00629
17,Renaissance,Shenandoah,page-rank,8G,99.96,0.3,673,0.00076
17,Renaissance,Shenandoah,par-mnemonics,1G,99.84,0.8,495,0.0026
17,Renaissance,Shenandoah,par-mnemonics,2G,99.88,0.44,360,0.00067
17,Renaissance,Shenandoah,par-mnemonics,4G,99.92,0.27,358,0.00082
17,Renaissance,Shenandoah,par-mnemonics,8G,99.94,0.22,358,0.00058
17,Renaissance,Shenandoah,philosophers,1G,99.9,0.2,201,0.0007
17,Renaissance,Shenandoah,philosophers,2G,99.91,0.18,203,0.00085
17,Renaissance,Shenandoah,philosophers,4G,99.94,0.13,195,0.00239
17,Renaissance,Shenandoah,philosophers,8G,99.96,0.07,188,0.0006
17,Renaissance,Shenandoah,reactors,1G,99.6,6.12,1525,0.40919
17,Renaissance,Shenandoah,reactors,2G,99.93,0.62,876,0.00265
17,Renaissance,Shenandoah,reactors,4G,99.96,0.28,795,0.00258
17,Renaissance,Shenandoah,reactors,8G,99.97,0.25,825,0.00259
17,Renaissance,Shenandoah,rx-scrabble,1G,99.7,0.07,22,0.00049
17,Renaissance,Shenandoah,rx-scrabble,2G,99.6,0.08,20,0.00063
17,Renaissance,Shenandoah,rx-scrabble,4G,99.57,0.09,21,0.00056
17,Renaissance,Shenandoah,rx-scrabble,8G,99.59,0.09,20,0.00063
17,Renaissance,Shenandoah,scala-doku,1G,99.87,0.44,331,0.00069
17,Renaissance,Shenandoah,scala-doku,2G,99.9,0.29,293,0.00289
17,Renaissance,Shenandoah,scala-doku,4G,99.94,0.17,285,0.00073
17,Renaissance,Shenandoah,scala-doku,8G,99.96,0.11,278,0.00056
17,Renaissance,Shenandoah,scala-kmeans,1G,99.67,0.07,20,0.00065
17,Renaissance,Shenandoah,scala-kmeans,2G,99.7,0.06,20,0.00063
17,Renaissance,Shenandoah,scala-kmeans,4G,99.69,0.07,22,0.00055
17,Renaissance,Shenandoah,scala-kmeans,8G,99.69,0.07,21,0.00059
17,Renaissance,Shenandoah,scala-stm-bench7,1G,99.81,0.28,147,0.00073
17,Renaissance,Shenandoah,scala-stm-bench7,2G,99.9,0.15,148,0.0024
17,Renaissance,Shenandoah,scala-stm-bench7,4G,99.95,0.05,102,0.0006
17,Renaissance,Shenandoah,scala-stm-bench7,8G,99.95,0.05,99,0.00055
17,Renaissance,Shenandoah,scrabble,1G,99.74,0.42,163,0.00272
17,Renaissance,Shenandoah,scrabble,2G,99.81,0.27,139,0.0029
17,Renaissance,Shenandoah,scrabble,4G,99.87,0.14,106,0.00065
17,Renaissance,Shenandoah,scrabble,8G,99.86,0.06,45,0.00072
11,Renaissance,Serial,akka-uct,1G,33.44,1295.55,1946,0.86245
11,Renaissance,Serial,akka-uct,2G,50.31,999.06,2010,0.92097
11,Renaissance,Serial,akka-uct,4G,56.1,778.79,1773,0.87348
11,Renaissance,Serial,akka-uct,8G,68.85,477.04,1531,1.0009
11,Renaissance,Serial,als,1G,96.89,27.72,892,1.0035
11,Renaissance,Serial,als,2G,96.63,30.12,894,1.15523
11,Renaissance,Serial,als,4G,96.66,30.16,902,1.64068
11,Renaissance,Serial,als,8G,96.65,32.39,968,0.37211
11,Renaissance,Serial,chi-square,1G,79.34,24.46,118,0.278
11,Renaissance,Serial,chi-square,2G,80.53,23.65,121,0.27389
11,Renaissance,Serial,chi-square,4G,82.55,22.89,131,0.29501
11,Renaissance,Serial,chi-square,8G,79.93,23.02,114,0.35901
11,Renaissance,Serial,db-shootout,1G,93.4,55.02,834,5.11158
11,Renaissance,Serial,db-shootout,2G,96.22,31.99,846,0.29623
11,Renaissance,Serial,db-shootout,4G,96.93,22.82,743,0.20959
11,Renaissance,Serial,db-shootout,8G,97.07,25.91,885,1.10083
11,Renaissance,Serial,dec-tree,1G,83.6,22.6,137,0.24345
11,Renaissance,Serial,dec-tree,2G,81.43,25.28,136,0.26776
11,Renaissance,Serial,dec-tree,4G,82.23,24.53,138,0.2861
11,Renaissance,Serial,dec-tree,8G,74.73,41.82,165,0.46952
11,Renaissance,Serial,dotty,1G,95.56,10.25,230,0.12156
11,Renaissance,Serial,dotty,2G,95.59,10.17,230,0.11929
11,Renaissance,Serial,dotty,4G,95.63,10.26,234,0.12237
11,Renaissance,Serial,dotty,8G,95.53,10.34,231,0.12148
11,Renaissance,Serial,finagle-chirper,1G,94.07,16.99,286,1.06382
11,Renaissance,Serial,finagle-chirper,2G,94.43,16.62,298,0.63147
11,Renaissance,Serial,finagle-chirper,4G,91.68,24.2,290,2.04802
11,Renaissance,Serial,finagle-chirper,8G,88.33,33.76,289,0.47014
11,Renaissance,Serial,finagle-http,1G,98.18,8.15,446,0.43131
11,Renaissance,Serial,finagle-http,2G,98.43,7.03,447,0.11575
11,Renaissance,Serial,finagle-http,4G,96.64,15.68,466,0.21449
11,Renaissance,Serial,finagle-http,8G,96.69,15.72,475,0.23657
11,Renaissance,Serial,fj-kmeans,1G,93.9,16.6,272,0.16744
11,Renaissance,Serial,fj-kmeans,2G,94.14,15.59,266,0.16972
11,Renaissance,Serial,fj-kmeans,4G,93.46,17.32,264,0.17735
11,Renaissance,Serial,fj-kmeans,8G,93.64,16.92,266,0.18006
11,Renaissance,Serial,future-genetics,1G,96.33,8.76,238,0.08196
11,Renaissance,Serial,future-genetics,2G,93.78,15.09,242,0.18394
11,Renaissance,Serial,future-genetics,4G,94.16,14.92,255,0.18266
11,Renaissance,Serial,future-genetics,8G,84.83,43.18,284,0.47436
11,Renaissance,Serial,gauss-mix,1G,87.49,12.14,97,0.14845
11,Renaissance,Serial,gauss-mix,2G,88.22,10.58,89,0.12149
11,Renaissance,Serial,gauss-mix,4G,88.61,11.2,98,0.16295
11,Renaissance,Serial,gauss-mix,8G,78.09,22.24,101,0.26453
11,Renaissance,Serial,log-regression,1G,90.49,22.17,233,0.18237
11,Renaissance,Serial,log-regression,2G,91.21,20.35,231,0.20684
11,Renaissance,Serial,log-regression,4G,90.87,20.55,225,0.29317
11,Renaissance,Serial,log-regression,8G,91.07,20.46,229,0.60386
11,Renaissance,Serial,mnemonics,1G,91.08,32.23,361,0.06523
11,Renaissance,Serial,mnemonics,2G,94.03,20.88,349,0.06271
11,Renaissance,Serial,mnemonics,4G,94.35,21.09,373,0.18109
11,Renaissance,Serial,mnemonics,8G,95.66,17.03,392,0.17061
11,Renaissance,Serial,movie-lens,1G,98.92,50.4,4685,0.15671
11,Renaissance,Serial,movie-lens,2G,99.23,35.28,4590,0.17281
11,Renaissance,Serial,movie-lens,4G,99.23,34.42,4447,0.26528
11,Renaissance,Serial,movie-lens,8G,99.39,31.3,5143,0.34595
11,Renaissance,Serial,na?ve-bayes,1G,39.71,733.18,1216,0.27059
11,Renaissance,Serial,na?ve-bayes,2G,90.21,56.54,577,1.37278
11,Renaissance,Serial,na?ve-bayes,4G,86.74,28.89,217,0.39313
11,Renaissance,Serial,na?ve-bayes,8G,80.29,45.04,228,0.5447
11,Renaissance,Serial,page-rank,1G,56.88,350.66,813,0.85829
11,Renaissance,Serial,page-rank,2G,61.52,250.7,651,0.56367
11,Renaissance,Serial,page-rank,4G,73.73,143.65,546,0.5336
11,Renaissance,Serial,page-rank,8G,85.59,70.46,488,0.52059
11,Renaissance,Serial,par-mnemonics,1G,91.09,29.98,336,0.13352
11,Renaissance,Serial,par-mnemonics,2G,93.51,20.1,309,0.05596
11,Renaissance,Serial,par-mnemonics,4G,93.38,20.49,309,0.11884
11,Renaissance,Serial,par-mnemonics,8G,95.3,12.47,265,0.07016
11,Renaissance,Serial,philosophers,1G,98.33,4.13,247,0.32701
11,Renaissance,Serial,philosophers,2G,97.35,6.14,231,0.08591
11,Renaissance,Serial,philosophers,4G,98.07,4.82,249,0.1366
11,Renaissance,Serial,philosophers,8G,98.2,3.92,217,0.26755
11,Renaissance,Serial,reactors,1G,68.14,404.2,1268,0.79279
11,Renaissance,Serial,reactors,2G,77.03,258.03,1123,1.11881
11,Renaissance,Serial,reactors,4G,83.38,176.9,1064,0.97146
11,Renaissance,Serial,reactors,8G,92.98,66.91,952,0.606
11,Renaissance,Serial,rx-scrabble,1G,55.58,7.51,16,0.11732
11,Renaissance,Serial,rx-scrabble,2G,48.74,10.15,19,0.22732
11,Renaissance,Serial,rx-scrabble,4G,50.04,9.98,19,0.2263
11,Renaissance,Serial,rx-scrabble,8G,49.7,10.13,20,0.24142
11,Renaissance,Serial,scala-doku,1G,95.33,19.26,412,0.07092
11,Renaissance,Serial,scala-doku,2G,94.38,23.79,423,0.13839
11,Renaissance,Serial,scala-doku,4G,95.2,20.33,423,0.14185
11,Renaissance,Serial,scala-doku,8G,96.09,16.3,416,0.14152
11,Renaissance,Serial,scala-kmeans,1G,79.51,4.54,22,0.05524
11,Renaissance,Serial,scala-kmeans,2G,79.25,4.59,22,0.05715
11,Renaissance,Serial,scala-kmeans,4G,79.54,4.59,22,0.05892
11,Renaissance,Serial,scala-kmeans,8G,80.69,4.62,23,0.06089
11,Renaissance,Serial,scala-stm-bench7,1G,55.13,65.11,145,0.33383
11,Renaissance,Serial,scala-stm-bench7,2G,56.85,59.71,138,0.56806
11,Renaissance,Serial,scala-stm-bench7,4G,86.79,13.93,105,0.14949
11,Renaissance,Serial,scala-stm-bench7,8G,87.65,12.43,100,0.14222
11,Renaissance,Serial,scrabble,1G,49.79,30.78,61,0.21074
11,Renaissance,Serial,scrabble,2G,51.12,28.61,58,0.32387
11,Renaissance,Serial,scrabble,4G,49.7,30.53,60,0.32913
11,Renaissance,Serial,scrabble,8G,44.48,37.64,67,0.39915
11,Renaissance,Parallel,akka-uct,1G,65.03,355.91,1017,2.73638
11,Renaissance,Parallel,akka-uct,2G,80.07,203.99,1023,1.06599
11,Renaissance,Parallel,akka-uct,4G,85.08,166.26,1114,1.61487
11,Renaissance,Parallel,akka-uct,8G,92.18,101.21,1294,1.39007
11,Renaissance,Parallel,als,1G,97.79,19.1,865,0.22068
11,Renaissance,Parallel,als,2G,98,17.13,856,0.83834
11,Renaissance,Parallel,als,4G,98.04,17.05,871,0.86296
11,Renaissance,Parallel,als,8G,98.48,13.33,876,0.79491
11,Renaissance,Parallel,chi-square,1G,82.93,15.53,90,0.27507
11,Renaissance,Parallel,chi-square,2G,84.06,15.33,96,0.26991
11,Renaissance,Parallel,chi-square,4G,84.85,15.22,100,0.35032
11,Renaissance,Parallel,chi-square,8G,83.67,14.77,90,0.20381
11,Renaissance,Parallel,db-shootout,1G,97.11,17.44,603,0.09766
11,Renaissance,Parallel,db-shootout,2G,98.11,10.85,575,0.07225
11,Renaissance,Parallel,db-shootout,4G,98.65,7.8,575,0.07858
11,Renaissance,Parallel,db-shootout,8G,98.93,6.28,589,0.07246
11,Renaissance,Parallel,dec-tree,1G,86.2,16.16,117,0.21246
11,Renaissance,Parallel,dec-tree,2G,86.41,15.56,114,0.22578
11,Renaissance,Parallel,dec-tree,4G,86.91,15.11,115,0.1808
11,Renaissance,Parallel,dec-tree,8G,87.41,14.73,117,0.18312
11,Renaissance,Parallel,dotty,1G,97.26,5.44,198,0.08323
11,Renaissance,Parallel,dotty,2G,97.28,5.47,200,0.08033
11,Renaissance,Parallel,dotty,4G,97.28,5.49,201,0.08451
11,Renaissance,Parallel,dotty,8G,97.27,5.51,201,0.08528
11,Renaissance,Parallel,finagle-chirper,1G,97.72,5.78,252,0.08599
11,Renaissance,Parallel,finagle-chirper,2G,97.95,5.28,257,0.08345
11,Renaissance,Parallel,finagle-chirper,4G,98.19,4.85,268,0.09376
11,Renaissance,Parallel,finagle-chirper,8G,98.35,4.41,267,0.07886
11,Renaissance,Parallel,finagle-http,1G,99.09,3.72,407,0.08792
11,Renaissance,Parallel,finagle-http,2G,99.16,3.5,415,0.07911
11,Renaissance,Parallel,finagle-http,4G,99.22,3.33,426,0.07818
11,Renaissance,Parallel,finagle-http,8G,99.26,3.18,431,0.07922
11,Renaissance,Parallel,fj-kmeans,1G,97.23,10.59,382,0.16805
11,Renaissance,Parallel,fj-kmeans,2G,97.4,9.75,375,0.98715
11,Renaissance,Parallel,fj-kmeans,4G,97.26,10.13,370,1.02405
11,Renaissance,Parallel,fj-kmeans,8G,97.56,8.97,367,0.16948
11,Renaissance,Parallel,future-genetics,1G,99.19,1.19,147,0.03629
11,Renaissance,Parallel,future-genetics,2G,99.23,1.08,139,0.03247
11,Renaissance,Parallel,future-genetics,4G,99.3,1.02,146,0.03099
11,Renaissance,Parallel,future-genetics,8G,99.37,0.96,152,0.02455
11,Renaissance,Parallel,gauss-mix,1G,96.36,9.9,271,0.13177
11,Renaissance,Parallel,gauss-mix,2G,91.94,6.93,85,0.10938
11,Renaissance,Parallel,gauss-mix,4G,93.15,6.98,101,0.10679
11,Renaissance,Parallel,gauss-mix,8G,91.62,6.85,81,0.11974
11,Renaissance,Parallel,log-regression,1G,91.97,15.62,194,0.24075
11,Renaissance,Parallel,log-regression,2G,92.09,15.25,192,0.732
11,Renaissance,Parallel,log-regression,4G,93.05,13.18,189,0.21642
11,Renaissance,Parallel,log-regression,8G,93.23,13.55,200,0.76073
11,Renaissance,Parallel,mnemonics,1G,95.69,11.75,272,0.03223
11,Renaissance,Parallel,mnemonics,2G,96.63,9.89,293,0.03311
11,Renaissance,Parallel,mnemonics,4G,98.22,6.21,348,0.02999
11,Renaissance,Parallel,mnemonics,8G,98.6,4.26,304,0.03281
11,Renaissance,Parallel,movie-lens,1G,99.47,23.95,4487,0.52135
11,Renaissance,Parallel,movie-lens,2G,99.61,17.73,4522,0.73035
11,Renaissance,Parallel,movie-lens,4G,99.68,13.82,4298,0.70433
11,Renaissance,Parallel,movie-lens,8G,99.74,11.14,4289,0.16352
11,Renaissance,Parallel,na?ve-bayes,1G,73.67,258.08,979,0.56649
11,Renaissance,Parallel,na?ve-bayes,2G,92.43,41.31,545,0.93166
11,Renaissance,Parallel,na?ve-bayes,4G,89.41,20.97,197,0.35585
11,Renaissance,Parallel,na?ve-bayes,8G,90.36,19.11,198,0.31203
11,Renaissance,Parallel,page-rank,1G,72.77,174.44,640,4.40665
11,Renaissance,Parallel,page-rank,2G,81.02,95.02,500,2.51678
11,Renaissance,Parallel,page-rank,4G,91.69,37.02,445,0.36316
11,Renaissance,Parallel,page-rank,8G,95.56,19.69,443,0.25565
11,Renaissance,Parallel,par-mnemonics,1G,95.42,12.74,278,0.0348
11,Renaissance,Parallel,par-mnemonics,2G,97.02,9.05,303,0.03305
11,Renaissance,Parallel,par-mnemonics,4G,97.41,6.77,261,0.0293
11,Renaissance,Parallel,par-mnemonics,8G,98.74,4.41,349,0.03067
